,Tokens,Occurences
2933,_after,"[('T6.txt', 1), ('T7.txt', 4)]"
2934,romanc,"[('T1.txt', 3), ('T2.txt', 1)]"
2935,accompani,"[('T1.txt', 1), ('T3.txt', 1), ('T4.txt', 1)]"
2936,entir,"[('T1.txt', 4), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 2), ('T7.txt', 5), ('T9.txt', 1), ('T10.txt', 1)]"
2937,bacteria,"[('T1.txt', 1), ('T6.txt', 4), ('T7.txt', 1)]"
2938,262,"[('T1.txt', 2)]"
2939,foreclos,"[('T6.txt', 1)]"
2940,x,"[('T1.txt', 8), ('T9.txt', 6)]"
2941,goe,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 3)]"
2942,chain,"[('T6.txt', 3), ('T7.txt', 2)]"
2943,awaken,"[('T6.txt', 1)]"
2944,impart,"[('T10.txt', 1)]"
2945,intric,"[('T1.txt', 1), ('T5.txt', 1)]"
2946,labour,"[('T6.txt', 5)]"
2947,vii,"[('T1.txt', 1), ('T6.txt', 1)]"
2948,podargu,"[('T1.txt', 1)]"
2949,_positions_,"[('T5.txt', 1)]"
2950,silver,"[('T9.txt', 1)]"
2951,plaic,"[('T7.txt', 1)]"
2952,overhang,"[('T8.txt', 1)]"
2953,highest,"[('T5.txt', 1), ('T7.txt', 2), ('T9.txt', 2)]"
2954,provision,"[('T1.txt', 1), ('T6.txt', 1)]"
2955,headley,"[('T7.txt', 1)]"
2956,jet,"[('T1.txt', 1), ('T2.txt', 1), ('T7.txt', 1)]"
2957,delet,"[('T10.txt', 1)]"
2958,scanti,"[('T1.txt', 1), ('T3.txt', 1)]"
2959,constitut,"[('T1.txt', 4), ('T2.txt', 1), ('T5.txt', 2), ('T6.txt', 1), ('T7.txt', 2), ('T9.txt', 6), ('T10.txt', 3)]"
2960,underw,"[('T5.txt', 1), ('T7.txt', 1)]"
2961,benefici,"[('T7.txt', 1)]"
2962,250,"[('T1.txt', 3), ('T9.txt', 1), ('T10.txt', 1)]"
2963,keep,"[('T1.txt', 1), ('T4.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 5)]"
2964,pliocen,"[('T7.txt', 3)]"
2965,plant,"[('T1.txt', 5), ('T3.txt', 1), ('T6.txt', 32), ('T7.txt', 22), ('T9.txt', 1)]"
2966,form,"[('T1.txt', 14), ('T2.txt', 3), ('T3.txt', 2), ('T4.txt', 10), ('T5.txt', 4), ('T6.txt', 30), ('T7.txt', 24), ('T8.txt', 3), ('T9.txt', 22), ('T10.txt', 7)]"
2967,_i,"[('T10.txt', 1)]"
2968,control,"[('T1.txt', 2), ('T6.txt', 4), ('T7.txt', 5), ('T9.txt', 2)]"
2969,nevertheless,"[('T10.txt', 1)]"
2970,eel,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
2971,built,"[('T1.txt', 1), ('T2.txt', 2), ('T6.txt', 5), ('T9.txt', 3)]"
2972,level,"[('T6.txt', 5), ('T7.txt', 4)]"
2973,english,"[('T1.txt', 3)]"
2974,cribb,"[('T1.txt', 1), ('T10.txt', 1)]"
2975,agenc,"[('T1.txt', 5), ('T4.txt', 1), ('T10.txt', 1)]"
2976,deflect,"[('T1.txt', 1), ('T9.txt', 2)]"
2977,societi,"[('T1.txt', 2), ('T7.txt', 2)]"
2978,circumst,"[('T7.txt', 1)]"
2979,unknown,"[('T2.txt', 4), ('T6.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
2980,spite,"[('T3.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
2981,granular,"[('T2.txt', 1)]"
2982,flourish,"[('T6.txt', 1), ('T7.txt', 1)]"
2983,cut,"[('T1.txt', 1), ('T2.txt', 1), ('T4.txt', 1), ('T6.txt', 2), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
2984,multipli,"[('T6.txt', 6)]"
2985,hither,"[('T6.txt', 1)]"
2986,gaug,"[('T1.txt', 1), ('T7.txt', 1)]"
2987,messag,"[('T6.txt', 2)]"
2988,202,"[('T1.txt', 2)]"
2989,fate,"[('T7.txt', 1), ('T9.txt', 2)]"
2990,weigh,"[('T4.txt', 2), ('T5.txt', 6), ('T6.txt', 1)]"
2991,quiescent,"[('T7.txt', 1)]"
2992,sky,"[('T1.txt', 2), ('T2.txt', 2), ('T4.txt', 3), ('T5.txt', 1), ('T8.txt', 1), ('T9.txt', 4)]"
2993,fli,"[('T1.txt', 7), ('T6.txt', 9), ('T7.txt', 23), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
2994,director,"[('T7.txt', 1), ('T10.txt', 1)]"
2995,voic,"[('T7.txt', 8)]"
2996,symmetr,"[('T7.txt', 1)]"
2997,twinkl,"[('T4.txt', 1)]"
2998,northward,"[('T7.txt', 1)]"
2999,naturalist,"[('T6.txt', 2)]"
3000,elong,"[('T5.txt', 1), ('T7.txt', 2)]"
3001,simplest,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 7), ('T10.txt', 1)]"
3002,161,"[('T1.txt', 2)]"
3003,storm,"[('T1.txt', 1), ('T2.txt', 4), ('T9.txt', 1)]"
3004,wave,"[('T1.txt', 3), ('T2.txt', 11), ('T4.txt', 1), ('T7.txt', 1), ('T9.txt', 88), ('T10.txt', 4)]"
3005,planarian,"[('T6.txt', 1)]"
3006,length,"[('T2.txt', 7), ('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 2), ('T7.txt', 2), ('T9.txt', 20), ('T10.txt', 1)]"
3007,stoni,"[('T6.txt', 1)]"
3008,unborn,"[('T6.txt', 1), ('T7.txt', 2)]"
3009,ignoramu,"[('T6.txt', 1)]"
3010,obviou,"[('T2.txt', 2), ('T6.txt', 2), ('T7.txt', 3), ('T10.txt', 1)]"
3011,drift,"[('T5.txt', 2), ('T6.txt', 1)]"
3012,done,"[('T7.txt', 2), ('T9.txt', 2)]"
3013,collis,"[('T2.txt', 1), ('T9.txt', 1)]"
3014,larger,"[('T1.txt', 1), ('T3.txt', 2), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 1)]"
3015,hair,"[('T6.txt', 1), ('T7.txt', 1)]"
3016,_stringops_,"[('T7.txt', 1)]"
3017,arno,"[('T8.txt', 1)]"
3018,aim,"[('T1.txt', 2), ('T6.txt', 1)]"
3019,essenti,"[('T1.txt', 2), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 3), ('T7.txt', 4), ('T9.txt', 3), ('T10.txt', 1)]"
3020,1905,"[('T1.txt', 1), ('T2.txt', 1)]"
3021,cynodont,"[('T7.txt', 1)]"
3022,attenu,"[('T4.txt', 1)]"
3023,lifelong,"[('T3.txt', 1), ('T7.txt', 1)]"
3024,caviti,"[('T2.txt', 1), ('T7.txt', 1)]"
3025,etc,"[('T2.txt', 1), ('T10.txt', 1)]"
3026,dim,"[('T4.txt', 2), ('T6.txt', 1)]"
3027,coil,"[('T9.txt', 5)]"
3028,209,"[('T1.txt', 2)]"
3029,conting,"[('T7.txt', 2)]"
3030,melt,"[('T3.txt', 1), ('T4.txt', 1)]"
3031,ginkgo,"[('T7.txt', 1)]"
3032,tiger,"[('T7.txt', 1)]"
3033,abdomen,"[('T7.txt', 1)]"
3034,yacht,"[('T1.txt', 1)]"
3035,throne,"[('T4.txt', 1)]"
3036,freeli,"[('T9.txt', 3), ('T10.txt', 4)]"
3037,forget,"[('T7.txt', 1)]"
3038,rough,"[('T6.txt', 1)]"
3039,driven,"[('T1.txt', 1), ('T2.txt', 1), ('T9.txt', 1)]"
3040,seven,"[('T1.txt', 4), ('T2.txt', 1), ('T4.txt', 1), ('T7.txt', 2), ('T9.txt', 8), ('T10.txt', 1)]"
3041,wasp,"[('T1.txt', 2), ('T7.txt', 2), ('T8.txt', 2)]"
3042,never,"[('T2.txt', 1), ('T3.txt', 1), ('T5.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
3043,chromospher,"[('T1.txt', 4)]"
3044,hotter,"[('T2.txt', 1), ('T4.txt', 3), ('T9.txt', 3), ('T10.txt', 1)]"
3045,recognis,"[('T1.txt', 1), ('T2.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 3), ('T10.txt', 1)]"
3046,238,"[('T1.txt', 2), ('T9.txt', 1)]"
3047,cell,"[('T1.txt', 1), ('T5.txt', 1), ('T6.txt', 78), ('T7.txt', 10), ('T8.txt', 2), ('T9.txt', 4)]"
3048,inward,"[('T2.txt', 1)]"
3049,amateur,"[('T9.txt', 1)]"
3050,invisible_,"[('T10.txt', 1)]"
3051,mr,"[('T1.txt', 1), ('T3.txt', 1), ('T7.txt', 1), ('T9.txt', 2)]"
3052,less,"[('T1.txt', 4), ('T2.txt', 3), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 5), ('T7.txt', 10), ('T8.txt', 2), ('T9.txt', 2), ('T10.txt', 2)]"
3053,gradat,"[('T2.txt', 1)]"
3054,canyon,"[('T1.txt', 1), ('T6.txt', 1)]"
3055,sting,"[('T6.txt', 3)]"
3056,work_,"[('T10.txt', 1)]"
3057,wonder,"[('T1.txt', 7), ('T2.txt', 3), ('T3.txt', 3), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 4), ('T7.txt', 1), ('T9.txt', 5)]"
3058,men,"[('T1.txt', 3), ('T7.txt', 1), ('T9.txt', 3)]"
3059,thoma,"[('T1.txt', 1), ('T7.txt', 1)]"
3060,stare,"[('T5.txt', 1)]"
3061,hemispher,"[('T7.txt', 2)]"
3062,task,"[('T5.txt', 1), ('T9.txt', 1)]"
3063,secur,"[('T6.txt', 3), ('T7.txt', 7), ('T8.txt', 3), ('T10.txt', 1)]"
3064,interrupt,"[('T2.txt', 1)]"
3065,41,"[('T1.txt', 1)]"
3066,recal,"[('T7.txt', 1)]"
3067,sperm,"[('T6.txt', 8), ('T7.txt', 1)]"
3068,sulphit,"[('T9.txt', 1)]"
3069,handkerchief,"[('T9.txt', 1)]"
3070,outermost,"[('T3.txt', 1), ('T7.txt', 2)]"
3071,trap,"[('T1.txt', 1), ('T6.txt', 3)]"
3072,soft,"[('T1.txt', 1), ('T4.txt', 1), ('T7.txt', 2), ('T8.txt', 2)]"
3073,cock,"[('T6.txt', 1), ('T8.txt', 1)]"
3074,surinam,"[('T1.txt', 1)]"
3075,chapel,"[('T1.txt', 1)]"
3076,thin,"[('T3.txt', 2), ('T4.txt', 1), ('T5.txt', 1)]"
3077,surround,"[('T1.txt', 2), ('T2.txt', 2), ('T6.txt', 3), ('T7.txt', 3), ('T9.txt', 4), ('T10.txt', 1)]"
3078,wisdom,"[('T8.txt', 1)]"
3079,sudden,"[('T4.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
3080,facil,"[('T5.txt', 1), ('T10.txt', 1)]"
3081,meridian,"[('T10.txt', 3)]"
3082,occasion,"[('T3.txt', 1), ('T6.txt', 1), ('T8.txt', 1), ('T9.txt', 1)]"
3083,179,"[('T1.txt', 3)]"
3084,degener,"[('T7.txt', 1)]"
3085,inexpens,"[('T6.txt', 1)]"
3086,updat,"[('T10.txt', 1)]"
3087,280,"[('T1.txt', 1), ('T9.txt', 1)]"
3088,immers,"[('T9.txt', 3)]"
3089,thumb,"[('T7.txt', 3)]"
3090,_diffract,"[('T5.txt', 1)]"
3091,quot,"[('T7.txt', 1)]"
3092,explan,"[('T2.txt', 2), ('T4.txt', 2), ('T10.txt', 4)]"
3093,_mar,"[('T5.txt', 1)]"
3094,coronium,"[('T1.txt', 1), ('T2.txt', 1)]"
3095,trial,"[('T6.txt', 4), ('T7.txt', 1), ('T8.txt', 2)]"
3096,flower,"[('T1.txt', 2), ('T6.txt', 6), ('T7.txt', 17), ('T9.txt', 1)]"
3097,abroad,"[('T8.txt', 1)]"
3098,twig,"[('T8.txt', 1)]"
3099,merchant,"[('T10.txt', 1)]"
3100,especi,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T10.txt', 1)]"
3101,_electricity_,"[('T10.txt', 1)]"
3102,lungbook,"[('T7.txt', 1)]"
3103,focu,"[('T5.txt', 2), ('T8.txt', 1)]"
3104,chemistri,"[('T1.txt', 1)]"
3105,base,"[('T1.txt', 2), ('T5.txt', 1), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
3106,left,"[('T1.txt', 2), ('T6.txt', 2), ('T7.txt', 7), ('T8.txt', 2), ('T9.txt', 3)]"
3107,interven,"[('T7.txt', 1)]"
3108,tube,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 4), ('T7.txt', 4), ('T9.txt', 1)]"
3109,apprehend,"[('T1.txt', 1)]"
3110,ignor,"[('T9.txt', 2)]"
3111,discipl,"[('T1.txt', 1)]"
3112,note,"[('T1.txt', 2), ('T3.txt', 3), ('T6.txt', 1), ('T7.txt', 4), ('T8.txt', 2), ('T9.txt', 2)]"
3113,sacrif,"[('T1.txt', 1)]"
3114,unconsci,"[('T7.txt', 2)]"
3115,ingersol,"[('T1.txt', 1)]"
3116,arriv,"[('T6.txt', 1), ('T8.txt', 1)]"
3117,multitud,"[('T1.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
3118,hypertext,"[('T10.txt', 1)]"
3119,1781,"[('T5.txt', 1)]"
3120,linkag,"[('T7.txt', 2)]"
3121,ca,"[('T7.txt', 1)]"
3122,simpli,"[('T1.txt', 3), ('T3.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
3123,elus,"[('T1.txt', 1)]"
3124,propiti,"[('T7.txt', 1)]"
3125,poker,"[('T9.txt', 7)]"
3126,teem,"[('T6.txt', 2)]"
3127,parallel,"[('T5.txt', 2), ('T9.txt', 1)]"
3128,3,"[('T1.txt', 3), ('T2.txt', 1), ('T3.txt', 3), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 7), ('T7.txt', 8), ('T9.txt', 1), ('T10.txt', 10)]"
3129,could,"[('T1.txt', 6), ('T2.txt', 4), ('T3.txt', 3), ('T5.txt', 1), ('T6.txt', 2), ('T7.txt', 5), ('T8.txt', 1), ('T9.txt', 8), ('T10.txt', 9)]"
3130,moseley,"[('T9.txt', 3)]"
3131,real,"[('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1)]"
3132,cerebr,"[('T6.txt', 1)]"
3133,mccabe,"[('T7.txt', 1)]"
3134,humanli,"[('T9.txt', 1)]"
3135,dynamo,"[('T1.txt', 1), ('T9.txt', 6)]"
3136,_scientif,"[('T1.txt', 4)]"
3137,animalcul,"[('T6.txt', 7), ('T7.txt', 1)]"
3138,unhatch,"[('T7.txt', 2)]"
3139,inaccur,"[('T10.txt', 1)]"
3140,waterfal,"[('T9.txt', 2)]"
3141,150,"[('T1.txt', 1), ('T10.txt', 1)]"
3142,felt,"[('T4.txt', 1)]"
3143,betelgeux,"[('T4.txt', 1)]"
3144,unimport,"[('T7.txt', 1)]"
3145,tidal,"[('T10.txt', 4)]"
3146,free,"[('T6.txt', 2), ('T7.txt', 5), ('T8.txt', 1), ('T10.txt', 7)]"
3147,incom,"[('T6.txt', 2)]"
3148,abandon,"[('T9.txt', 1), ('T10.txt', 2)]"
3149,veget,"[('T3.txt', 2), ('T4.txt', 2), ('T6.txt', 5), ('T7.txt', 3), ('T9.txt', 1)]"
3150,fallen,"[('T2.txt', 1)]"
3151,parachutist,"[('T7.txt', 2)]"
3152,amoeba,"[('T1.txt', 1), ('T6.txt', 5)]"
3153,fifth,"[('T1.txt', 1)]"
3154,mous,"[('T7.txt', 1), ('T8.txt', 1)]"
3155,143,"[('T1.txt', 1)]"
3156,systema,"[('T7.txt', 2)]"
3157,apt,"[('T6.txt', 3), ('T8.txt', 2), ('T9.txt', 1)]"
3158,johnson,"[('T1.txt', 1), ('T10.txt', 1)]"
3159,_100,"[('T5.txt', 1)]"
3160,fieri,"[('T1.txt', 1), ('T2.txt', 1), ('T4.txt', 2), ('T5.txt', 1)]"
3161,imperi,"[('T1.txt', 2)]"
3162,group,"[('T1.txt', 1), ('T4.txt', 2), ('T5.txt', 3), ('T6.txt', 1), ('T7.txt', 1), ('T10.txt', 1)]"
3163,disarrang,"[('T7.txt', 1)]"
3164,340,"[('T9.txt', 1)]"
3165,sight,"[('T2.txt', 1), ('T3.txt', 1), ('T8.txt', 6), ('T10.txt', 1)]"
3166,alongsid,"[('T6.txt', 2)]"
3167,continu,"[('T1.txt', 4), ('T2.txt', 4), ('T4.txt', 4), ('T6.txt', 6), ('T7.txt', 11), ('T8.txt', 2), ('T9.txt', 7), ('T10.txt', 5)]"
3168,statement,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 3), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 1)]"
3169,decreas,"[('T2.txt', 1), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 2)]"
3170,germin,"[('T6.txt', 1)]"
3171,sent,"[('T9.txt', 1), ('T10.txt', 1)]"
3172,convent,"[('T1.txt', 1)]"
3173,_from,"[('T1.txt', 1), ('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 3)]"
3174,book_,"[('T5.txt', 1)]"
3175,interlock,"[('T6.txt', 1)]"
3176,stimulu,"[('T6.txt', 4)]"
3177,desir,"[('T5.txt', 2), ('T7.txt', 1), ('T8.txt', 1)]"
3178,_silurian_,"[('T7.txt', 2)]"
3179,mail_,"[('T1.txt', 1)]"
3180,250000,"[('T9.txt', 1)]"
3181,higher,"[('T6.txt', 10), ('T7.txt', 17)]"
3182,feign,"[('T1.txt', 1)]"
3183,cluck,"[('T8.txt', 2)]"
3184,cocoon,"[('T6.txt', 2), ('T7.txt', 1)]"
3185,born,"[('T4.txt', 1), ('T6.txt', 1), ('T7.txt', 5)]"
3186,enough,"[('T1.txt', 4), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 1), ('T7.txt', 3), ('T8.txt', 1), ('T9.txt', 4)]"
3187,zoologist,"[('T7.txt', 2)]"
3188,creep,"[('T1.txt', 1), ('T7.txt', 1)]"
3189,82,"[('T1.txt', 1)]"
3190,display,"[('T1.txt', 1), ('T2.txt', 3), ('T6.txt', 1), ('T9.txt', 2), ('T10.txt', 6)]"
3191,sift,"[('T1.txt', 1), ('T7.txt', 6), ('T9.txt', 1)]"
3192,radium_,"[('T1.txt', 1), ('T10.txt', 1)]"
3193,seldom,"[('T5.txt', 1), ('T10.txt', 1)]"
3194,vivo,"[('T6.txt', 1)]"
3195,messier,"[('T1.txt', 2)]"
3196,outpour,"[('T5.txt', 1)]"
3197,prolong,"[('T6.txt', 2), ('T7.txt', 4), ('T8.txt', 1)]"
3198,spice,"[('T7.txt', 1)]"
3199,gregari,"[('T4.txt', 1)]"
3200,refund,"[('T10.txt', 10)]"
3201,prof,"[('T3.txt', 3), ('T6.txt', 1)]"
3202,overflow,"[('T7.txt', 1)]"
3203,dramat,"[('T1.txt', 1)]"
3204,shadow,"[('T1.txt', 3), ('T4.txt', 1)]"
3205,24,"[('T1.txt', 1), ('T4.txt', 1), ('T5.txt', 1)]"
3206,contrast,"[('T2.txt', 2), ('T6.txt', 3), ('T7.txt', 3), ('T8.txt', 1)]"
3207,brightest,"[('T1.txt', 1)]"
3208,217,"[('T1.txt', 1)]"
3209,mathematician,"[('T1.txt', 3), ('T9.txt', 1)]"
3210,express,"[('T6.txt', 7), ('T7.txt', 6), ('T8.txt', 1), ('T10.txt', 1)]"
3211,falcon,"[('T1.txt', 1)]"
3212,libel,"[('T6.txt', 1)]"
3213,fail,"[('T6.txt', 1), ('T10.txt', 1)]"
3214,overli,"[('T1.txt', 1)]"
3215,shrunk,"[('T6.txt', 1)]"
3216,cleaver,"[('T6.txt', 1)]"
3217,pump,"[('T9.txt', 2)]"
3218,grown,"[('T6.txt', 1), ('T7.txt', 1)]"
3219,resembl,"[('T1.txt', 3), ('T2.txt', 1), ('T5.txt', 1), ('T7.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
3220,1892,"[('T7.txt', 1)]"
3221,hunt,"[('T1.txt', 1), ('T8.txt', 1)]"
3222,vase,"[('T9.txt', 2)]"
3223,cours,"[('T1.txt', 2), ('T2.txt', 3), ('T4.txt', 2), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 9), ('T8.txt', 2), ('T9.txt', 4), ('T10.txt', 4)]"
3224,lamprey,"[('T1.txt', 1)]"
3225,marsh,"[('T1.txt', 2), ('T3.txt', 1), ('T7.txt', 4)]"
3226,fusion,"[('T7.txt', 1)]"
3227,hydrogen,"[('T1.txt', 5), ('T2.txt', 2), ('T5.txt', 2), ('T6.txt', 1), ('T9.txt', 5)]"
3228,whale,"[('T1.txt', 2), ('T7.txt', 6)]"
3229,meaning,"[('T8.txt', 1)]"
3230,death,"[('T1.txt', 3), ('T5.txt', 4), ('T6.txt', 12), ('T7.txt', 1)]"
3231,_did_,"[('T10.txt', 1)]"
3232,unless,"[('T5.txt', 2), ('T6.txt', 1), ('T7.txt', 1), ('T9.txt', 1), ('T10.txt', 5)]"
3233,invertebr,"[('T7.txt', 2)]"
3234,data,"[('T2.txt', 1), ('T10.txt', 1)]"
3235,cord,"[('T6.txt', 2), ('T7.txt', 2)]"
3236,vegetarian,"[('T1.txt', 1), ('T7.txt', 1)]"
3237,tent,"[('T1.txt', 1), ('T6.txt', 2), ('T7.txt', 4)]"
3238,heard,"[('T8.txt', 1)]"
3239,tini,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
3240,stray,"[('T2.txt', 1)]"
3241,support,"[('T2.txt', 1), ('T7.txt', 2), ('T9.txt', 1), ('T10.txt', 4)]"
3242,243,"[('T1.txt', 1)]"
3243,emot,"[('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 3)]"
3244,176,"[('T1.txt', 1)]"
3245,interpret,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 2), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 2)]"
3246,interest,"[('T1.txt', 8), ('T3.txt', 2), ('T4.txt', 2), ('T5.txt', 7), ('T6.txt', 5), ('T7.txt', 10), ('T8.txt', 5), ('T9.txt', 3), ('T10.txt', 3)]"
3247,blaze,"[('T4.txt', 1), ('T5.txt', 3)]"
3248,upon,"[('T1.txt', 2), ('T6.txt', 11), ('T7.txt', 5), ('T8.txt', 1), ('T9.txt', 5), ('T10.txt', 3)]"
3249,_same_,"[('T2.txt', 1)]"
3250,steam,"[('T3.txt', 2), ('T9.txt', 2)]"
3251,lightn,"[('T1.txt', 1), ('T9.txt', 3)]"
3252,monotoni,"[('T7.txt', 1)]"
3253,curv,"[('T6.txt', 3)]"
3254,schuchert,"[('T7.txt', 2)]"
3255,home,"[('T1.txt', 2), ('T6.txt', 3), ('T7.txt', 2), ('T8.txt', 1)]"
3256,simon,"[('T1.txt', 1)]"
3257,imperfect,"[('T1.txt', 2), ('T5.txt', 1)]"
3258,_area_,"[('T5.txt', 1)]"
3259,break,"[('T1.txt', 2), ('T3.txt', 1), ('T6.txt', 3), ('T8.txt', 4), ('T9.txt', 5)]"
3260,pretti,"[('T9.txt', 1)]"
3261,solidar,"[('T7.txt', 1)]"
3262,pgdp,"[('T1.txt', 1), ('T10.txt', 1)]"
3263,bygon,"[('T7.txt', 1)]"
3264,clutch,"[('T6.txt', 1)]"
3265,newslett,"[('T10.txt', 1)]"
3266,figur,"[('T1.txt', 3), ('T9.txt', 2)]"
3267,nonpluss,"[('T7.txt', 1)]"
3268,1a,"[('T7.txt', 1)]"
3269,owner,"[('T2.txt', 1), ('T10.txt', 5)]"
3270,fibr,"[('T6.txt', 8), ('T7.txt', 2)]"
3271,commonli,"[('T4.txt', 1), ('T6.txt', 1)]"
3272,160,"[('T1.txt', 1), ('T9.txt', 2)]"
3273,spars,"[('T5.txt', 1)]"
3274,behav,"[('T2.txt', 1), ('T6.txt', 2), ('T9.txt', 2)]"
3275,good,"[('T1.txt', 2), ('T3.txt', 2), ('T4.txt', 1), ('T5.txt', 2), ('T6.txt', 4), ('T7.txt', 5), ('T8.txt', 3), ('T9.txt', 3)]"
3276,count,"[('T1.txt', 4), ('T4.txt', 1), ('T5.txt', 2), ('T7.txt', 1), ('T8.txt', 2), ('T9.txt', 1)]"
3277,mainten,"[('T7.txt', 1)]"
3278,hipparion,"[('T7.txt', 1)]"
3279,electrif,"[('T4.txt', 1)]"
3280,extent,"[('T1.txt', 1), ('T2.txt', 1), ('T3.txt', 1), ('T6.txt', 2), ('T7.txt', 2), ('T8.txt', 2), ('T9.txt', 1), ('T10.txt', 1)]"
3281,biolog,"[('T1.txt', 1), ('T6.txt', 1), ('T7.txt', 1)]"
3282,_energi,"[('T9.txt', 1)]"
3283,feral,"[('T1.txt', 1)]"
3284,mass,"[('T1.txt', 5), ('T2.txt', 3), ('T3.txt', 5), ('T4.txt', 4), ('T5.txt', 2), ('T6.txt', 7), ('T7.txt', 1), ('T8.txt', 1), ('T9.txt', 2), ('T10.txt', 3)]"
3285,boundari,"[('T8.txt', 1)]"
3286,compound,"[('T2.txt', 1), ('T6.txt', 3), ('T7.txt', 1), ('T9.txt', 2)]"
3287,vega,"[('T5.txt', 1)]"
3288,viscid,"[('T1.txt', 1)]"
3289,gallop,"[('T1.txt', 1)]"
3290,easiest,"[('T7.txt', 1)]"
3291,brighten,"[('T9.txt', 1)]"
3292,repair,"[('T6.txt', 2)]"
3293,molecular,"[('T6.txt', 1), ('T9.txt', 1), ('T10.txt', 4)]"
3294,glide,"[('T2.txt', 1), ('T6.txt', 1), ('T7.txt', 2)]"
3295,golf,"[('T1.txt', 1)]"
3296,nut,"[('T1.txt', 1), ('T8.txt', 1)]"
3297,grass,"[('T7.txt', 1), ('T8.txt', 1)]"
3298,ascet,"[('T7.txt', 1)]"
3299,dull,"[('T4.txt', 1), ('T8.txt', 1), ('T9.txt', 5)]"
3300,_tupaia_,"[('T7.txt', 1)]"
3301,test,"[('T6.txt', 1), ('T7.txt', 2)]"
3302,hastili,"[('T8.txt', 1)]"
3303,passiv,"[('T6.txt', 1)]"
3304,dublin,"[('T10.txt', 1)]"
3305,neap,"[('T10.txt', 1)]"
3306,fold,"[('T7.txt', 2)]"
3307,walk,"[('T1.txt', 3), ('T7.txt', 1), ('T8.txt', 1), ('T10.txt', 1)]"
3308,drown,"[('T10.txt', 1)]"
3309,jupit,"[('T1.txt', 5), ('T2.txt', 1), ('T3.txt', 12), ('T5.txt', 2), ('T9.txt', 2)]"
3310,random,"[('T5.txt', 1)]"
3311,replenish,"[('T10.txt', 1)]"
3312,larmor,"[('T10.txt', 1)]"
3313,lieu,"[('T10.txt', 2)]"
3314,_birgu,"[('T1.txt', 1)]"
3315,spawn,"[('T7.txt', 1)]"
3316,kind,"[('T1.txt', 2), ('T2.txt', 9), ('T3.txt', 1), ('T4.txt', 2), ('T5.txt', 2), ('T6.txt', 17), ('T7.txt', 8), ('T8.txt', 1), ('T9.txt', 9), ('T10.txt', 5)]"
3317,difficulti,"[('T3.txt', 1), ('T4.txt', 1), ('T5.txt', 1), ('T6.txt', 3), ('T7.txt', 8), ('T9.txt', 3), ('T10.txt', 1)]"
3318,retain,"[('T3.txt', 1), ('T4.txt', 1), ('T7.txt', 1)]"
3319,fundi,"[('T10.txt', 1)]"
3320,indemnifi,"[('T10.txt', 1)]"
3321,overcom,"[('T10.txt', 1)]"
3322,initi,"[('T6.txt', 1), ('T7.txt', 1)]"
3323,fv,"[('T6.txt', 1)]"
3324,lag,"[('T10.txt', 1)]"
